ID_PENDAFTARAN,EMAIL,NO_TES,VACANCY_ID_PLAN,MATCH_SCORE_PLAN,MATCH_CATEGORY_PLAN,CONTRACT_STATUS,CONTRACT_DATE,CONTRACT_REJECTION_REASON,ACTUAL_VACANCY_ID,ACTUAL_POSITION_NAME,ACTUAL_UNIT_NAME,ACTUAL_LOCATION,IS_SYNTHETIC
REG-2026-03137,tugimanmah390@gmail.com,TES-AKD-2026-02813,VAC-028,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03138,nasrullahp165@yahoo.com,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03139,gastinamag538@outlook.com,TES-AKD-2026-02814,VAC-001,63.8,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03140,ekosimbolo849@gmail.com,TES-AKD-2026-02815,VAC-029,66.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03141,kardipradi187@pln.co.id,TES-AKD-2026-02816,VAC-002,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03142,ibunhutaga439@yahoo.com,TES-AKD-2026-02817,VAC-003,99.8,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03143,vickyharya450@yahoo.com,TES-AKD-2026-02818,VAC-005,60.7,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03144,martakasir476@outlook.com,,VAC-001,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03145,adiarjawah950@outlook.com,TES-AKD-2026-02819,VAC-011,66.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03146,belindapal223@pln.co.id,,VAC-013,70.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03147,cemetimahe440@outlook.com,TES-AKD-2026-02820,VAC-011,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03148,michellewi709@gmail.com,TES-AKD-2026-02821,VAC-001,68.5,MODERATE_MATCH,REJECTED,,LOCATION_MISMATCH,,,,,1
REG-2026-03149,keziamarya31@yahoo.com,TES-AKD-2026-02822,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03150,halimamard647@outlook.com,TES-AKD-2026-02823,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03151,inaaryani396@gmail.com,TES-AKD-2026-02824,VAC-003,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03152,vimanhabib350@pln.co.id,TES-AKD-2026-02825,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03153,gabriellap410@outlook.com,TES-AKD-2026-02826,VAC-019,66.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03154,nataliaman772@pln.co.id,TES-AKD-2026-02827,VAC-035,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03155,ajimatsiho836@outlook.com,,VAC-024,20.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03156,kanilailas681@outlook.com,TES-AKD-2026-02828,VAC-001,67.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03157,noviusada328@outlook.com,TES-AKD-2026-02829,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03158,dwimanguns763@outlook.com,TES-AKD-2026-02830,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03159,samiahfuji537@outlook.com,TES-AKD-2026-02831,VAC-030,98.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03160,ekaramadan26@pln.co.id,,VAC-014,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03161,wawanhalim987@yahoo.com,,VAC-001,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03162,parisanggr139@pln.co.id,TES-AKD-2026-02832,VAC-023,99.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03163,kamidinsim313@outlook.com,TES-AKD-2026-02833,VAC-034,65.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03164,maryantosi529@yahoo.com,TES-AKD-2026-02834,VAC-015,95.3,STRONG_MATCH,SIGNED,2026-05-20,,VAC-015,Analis Supply Chain,PLN UIP Kalimantan Timur,Balikpapan,1
REG-2026-03165,mursininpr557@yahoo.com,TES-AKD-2026-02835,VAC-005,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03166,luiswaskit428@yahoo.com,TES-AKD-2026-02836,VAC-034,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03167,jagapatina88@outlook.com,TES-AKD-2026-02837,VAC-046,98.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03168,adinatahal258@yahoo.com,TES-AKD-2026-02838,VAC-001,65.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03169,kaylaandri169@gmail.com,TES-AKD-2026-02839,VAC-028,68.0,MODERATE_MATCH,SIGNED,2026-04-07,,VAC-028,Engineer Pemeliharaan,PLN UID Jawa Barat,Bandung,1
REG-2026-03170,kasusrasur644@pln.co.id,TES-AKD-2026-02840,VAC-039,67.6,MODERATE_MATCH,REJECTED,,OTHER_OFFER,,,,,1
REG-2026-03171,rudimandal359@yahoo.com,TES-AKD-2026-02841,VAC-007,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03172,dalimanput444@pln.co.id,TES-AKD-2026-02842,VAC-042,66.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03173,paulinpusp184@pln.co.id,TES-AKD-2026-02843,VAC-018,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03174,rinipuspit621@outlook.com,TES-AKD-2026-02844,VAC-005,94.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03175,larasnovit896@yahoo.com,,VAC-008,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03176,ungguliswa375@yahoo.com,TES-AKD-2026-02845,VAC-016,67.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03177,kenaripras549@outlook.com,TES-AKD-2026-02846,VAC-030,95.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03178,jessicanov747@pln.co.id,TES-AKD-2026-02847,VAC-024,96.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03179,jumarisapt471@yahoo.com,TES-AKD-2026-02848,VAC-004,97.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03180,jindrasant100@pln.co.id,TES-AKD-2026-02849,VAC-014,70.0,MODERATE_MATCH,SIGNED,2026-05-07,,VAC-014,Analis Keuangan,PLN UIP Sulawesi,Makassar,1
REG-2026-03181,zalindrama923@gmail.com,TES-AKD-2026-02850,VAC-012,70.0,MODERATE_MATCH,SIGNED,2026-04-17,,VAC-012,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-03182,ekaprastut895@yahoo.com,TES-AKD-2026-02851,VAC-054,39.7,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03183,cintapuspa156@gmail.com,TES-AKD-2026-02852,VAC-001,99.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03184,tirapuspit465@yahoo.com,TES-AKD-2026-02853,VAC-003,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03185,karnahiday337@gmail.com,TES-AKD-2026-02854,VAC-003,68.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03186,lidyasafit691@gmail.com,TES-AKD-2026-02855,VAC-005,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03187,yunitahast895@outlook.com,TES-AKD-2026-02856,VAC-001,99.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03188,ajionosaef376@pln.co.id,TES-AKD-2026-02857,VAC-006,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03189,nasabadria681@outlook.com,TES-AKD-2026-02858,VAC-021,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03190,gawatinama746@gmail.com,TES-AKD-2026-02859,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03191,mariauyain133@pln.co.id,TES-AKD-2026-02860,VAC-006,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03192,xananairaw998@gmail.com,TES-AKD-2026-02861,VAC-006,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03193,pangeranpr370@outlook.com,TES-AKD-2026-02862,VAC-014,66.4,MODERATE_MATCH,SIGNED,2026-06-28,,VAC-016,Spesialis K3L,PLN UIW Papua,Jayapura,1
REG-2026-03194,rahmansina604@gmail.com,TES-AKD-2026-02863,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03195,paulinokta444@yahoo.com,TES-AKD-2026-02864,VAC-038,64.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03196,vinomarbun708@pln.co.id,TES-AKD-2026-02865,VAC-015,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03197,ginayulian649@pln.co.id,,VAC-002,71.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03198,gentapurna304@outlook.com,TES-AKD-2026-02866,VAC-030,99.7,STRONG_MATCH,SIGNED,2026-06-23,,VAC-030,Analis Supply Chain,PLN UIP Sulawesi,Makassar,1
REG-2026-03199,dalimansar864@pln.co.id,TES-AKD-2026-02867,VAC-046,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03200,naradiiswa338@pln.co.id,TES-AKD-2026-02868,VAC-005,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03201,ratnaperti14@pln.co.id,TES-AKD-2026-02869,VAC-015,68.4,MODERATE_MATCH,SIGNED,2026-05-25,,VAC-015,Analis Supply Chain,PLN UIP Kalimantan Timur,Balikpapan,1
REG-2026-03202,bagussamos753@outlook.com,TES-AKD-2026-02870,VAC-010,95.7,STRONG_MATCH,SIGNED,2026-05-28,,VAC-010,Analis Supply Chain,PLN UIW Maluku,Ambon,1
REG-2026-03203,nadineangg941@outlook.com,TES-AKD-2026-02871,VAC-005,94.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03204,uliwulanda975@gmail.com,TES-AKD-2026-02872,VAC-002,64.4,LOW_MATCH,SIGNED,2026-04-30,,VAC-002,Engineer Energi Terbarukan,PLN UID Jawa Barat,Bandung,1
REG-2026-03205,kenzieprak940@outlook.com,TES-AKD-2026-02873,VAC-053,67.6,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03206,vanesawula314@gmail.com,TES-AKD-2026-02874,VAC-005,67.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03207,kurniasala84@outlook.com,TES-AKD-2026-02875,VAC-024,66.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03208,nadineyola988@yahoo.com,TES-AKD-2026-02876,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03209,lanjarmaul873@pln.co.id,TES-AKD-2026-02877,VAC-035,94.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03210,ellissuart253@pln.co.id,TES-AKD-2026-02878,VAC-001,70.0,MODERATE_MATCH,REJECTED,,OTHER_OFFER,,,,,1
REG-2026-03211,safinasusa483@pln.co.id,TES-AKD-2026-02879,VAC-015,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03212,ismailhuta57@gmail.com,TES-AKD-2026-02880,VAC-005,98.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03213,wakimanman884@outlook.com,TES-AKD-2026-02881,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03214,ihsansuwar959@outlook.com,TES-AKD-2026-02882,VAC-002,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03215,kasusrasir250@pln.co.id,TES-AKD-2026-02883,VAC-030,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03216,karimahsud323@pln.co.id,TES-AKD-2026-02884,VAC-002,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03217,jayadamani560@gmail.com,TES-AKD-2026-02885,VAC-001,96.1,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03218,tasnimprat895@pln.co.id,TES-AKD-2026-02886,VAC-012,65.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03219,hendrizulk863@gmail.com,TES-AKD-2026-02887,VAC-040,65.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03220,gabriellap767@gmail.com,TES-AKD-2026-02888,VAC-002,63.5,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03221,primahabib80@yahoo.com,TES-AKD-2026-02889,VAC-004,64.3,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03222,kadirnapit847@yahoo.com,TES-AKD-2026-02890,VAC-002,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03223,dianriyant874@pln.co.id,TES-AKD-2026-02891,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03224,janepermat500@gmail.com,TES-AKD-2026-02892,VAC-005,69.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03225,cinthiasua62@outlook.com,TES-AKD-2026-02893,VAC-025,97.2,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03226,jarwiprayo911@yahoo.com,TES-AKD-2026-02894,VAC-039,67.3,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03227,septiharya688@outlook.com,TES-AKD-2026-02895,VAC-005,66.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03228,lasmonosit681@outlook.com,TES-AKD-2026-02896,VAC-034,67.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03229,putumaulan906@outlook.com,TES-AKD-2026-02897,VAC-006,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03230,ifahalimah517@gmail.com,TES-AKD-2026-02898,VAC-003,70.0,MODERATE_MATCH,SIGNED,2026-06-04,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-03231,zeldausada213@gmail.com,TES-AKD-2026-02899,VAC-002,93.7,STRONG_MATCH,SIGNED,2026-05-05,,VAC-002,Engineer Energi Terbarukan,PLN UID Jawa Barat,Bandung,1
REG-2026-03232,rangganarp536@outlook.com,TES-AKD-2026-02900,VAC-005,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03233,uchitafari491@yahoo.com,,VAC-034,41.8,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03234,sabrimanda586@outlook.com,TES-AKD-2026-02901,VAC-013,65.6,MODERATE_MATCH,REJECTED,,LOCATION_MISMATCH,,,,,1
REG-2026-03235,timbulmahe775@outlook.com,TES-AKD-2026-02902,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03236,titinyulia482@outlook.com,TES-AKD-2026-02903,VAC-017,65.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03237,gabriellay822@pln.co.id,TES-AKD-2026-02904,VAC-003,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03238,aswanihuta322@yahoo.com,TES-AKD-2026-02905,VAC-034,68.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03239,harsayasim260@yahoo.com,TES-AKD-2026-02906,VAC-009,63.3,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03240,najwapalas396@yahoo.com,TES-AKD-2026-02907,VAC-001,97.0,STRONG_MATCH,SIGNED,2026-05-07,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-03241,pranawanab313@gmail.com,TES-AKD-2026-02908,VAC-037,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03242,balidinhut150@yahoo.com,TES-AKD-2026-02909,VAC-003,97.9,STRONG_MATCH,SIGNED,2026-05-09,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-03243,dacingunaw669@yahoo.com,TES-AKD-2026-02910,VAC-002,100.0,STRONG_MATCH,PENDING,,,,,,,1
REG-2026-03244,ramapraset835@yahoo.com,TES-AKD-2026-02911,VAC-006,66.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03245,mahesapran954@gmail.com,TES-AKD-2026-02912,VAC-009,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03246,wasismegan856@gmail.com,TES-AKD-2026-02913,VAC-024,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03247,yuliafujia892@gmail.com,TES-AKD-2026-02914,VAC-007,67.8,MODERATE_MATCH,SIGNED,2026-05-29,,VAC-007,Engineer Pemeliharaan,PLN UID Jawa Barat,Bandung,1
REG-2026-03248,kacungtham973@gmail.com,TES-AKD-2026-02915,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03249,ayuyuliant616@outlook.com,TES-AKD-2026-02916,VAC-004,63.7,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03250,daliminwib95@pln.co.id,TES-AKD-2026-02917,VAC-015,96.7,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03251,amongardia485@outlook.com,,VAC-036,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03252,kayunsetia647@outlook.com,TES-AKD-2026-02918,VAC-021,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03253,malikmusto296@outlook.com,TES-AKD-2026-02919,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03254,nabilarahi214@pln.co.id,TES-AKD-2026-02920,VAC-026,96.6,STRONG_MATCH,SIGNED,2026-04-20,,VAC-025,Spesialis K3L,PLN UIP Kalimantan Timur,Balikpapan,1
REG-2026-03255,cecepnabab511@yahoo.com,TES-AKD-2026-02921,VAC-015,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03256,maryantosi823@gmail.com,TES-AKD-2026-02922,VAC-015,98.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03257,gawatiangg135@outlook.com,TES-AKD-2026-02923,VAC-032,67.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03258,dwinapitup47@pln.co.id,TES-AKD-2026-02924,VAC-006,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03259,irsadfirma127@pln.co.id,TES-AKD-2026-02925,VAC-029,65.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03260,queenzulai533@pln.co.id,TES-AKD-2026-02926,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03261,darmanawij163@outlook.com,TES-AKD-2026-02927,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03262,hendrinarp99@outlook.com,TES-AKD-2026-02928,VAC-001,96.9,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03263,kartaprayo314@yahoo.com,TES-AKD-2026-02929,VAC-003,67.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03264,hadihidaya768@pln.co.id,TES-AKD-2026-02930,VAC-006,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03265,zelayapusp633@pln.co.id,TES-AKD-2026-02931,VAC-023,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03266,vanyayulia131@gmail.com,TES-AKD-2026-02932,VAC-001,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03267,juliarahim956@pln.co.id,TES-AKD-2026-02933,VAC-008,64.6,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03268,taliahariy244@outlook.com,,VAC-003,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03269,ekosirait413@yahoo.com,TES-AKD-2026-02934,VAC-003,69.9,MODERATE_MATCH,SIGNED,2026-05-09,,VAC-003,Engineer Pemeliharaan,PLN UID Jawa Timur,Surabaya,1
REG-2026-03270,emongsamos538@gmail.com,TES-AKD-2026-02935,VAC-036,99.6,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03271,hartakahak774@yahoo.com,TES-AKD-2026-02936,VAC-003,99.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03272,wagenajmud432@yahoo.com,,VAC-017,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03273,cawisonopr298@outlook.com,TES-AKD-2026-02937,VAC-003,65.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03274,radenpradi88@gmail.com,TES-AKD-2026-02938,VAC-040,100.0,STRONG_MATCH,SIGNED,2026-06-21,,VAC-040,Analis Supply Chain,PLN UIP Sulawesi,Makassar,1
REG-2026-03275,hamzahwina145@pln.co.id,,VAC-031,75.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03276,irawidiast505@pln.co.id,TES-AKD-2026-02939,VAC-025,66.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03277,restulesta54@gmail.com,,VAC-015,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03278,najwaperma435@pln.co.id,TES-AKD-2026-02940,VAC-001,68.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03279,nadiasurya654@pln.co.id,TES-AKD-2026-02941,VAC-005,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03280,ekayuniar133@gmail.com,TES-AKD-2026-02942,VAC-006,68.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03281,harsayadon235@gmail.com,TES-AKD-2026-02943,VAC-006,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03282,azaleahass146@gmail.com,TES-AKD-2026-02944,VAC-034,61.8,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03283,gandamanul130@pln.co.id,TES-AKD-2026-02945,VAC-016,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03284,salimahriy333@yahoo.com,TES-AKD-2026-02946,VAC-053,66.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03285,mustofatam58@pln.co.id,TES-AKD-2026-02947,VAC-001,63.3,LOW_MATCH,PENDING,,,,,,,1
REG-2026-03286,nurulusama892@pln.co.id,TES-AKD-2026-02948,VAC-002,66.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03287,pangestusa925@gmail.com,TES-AKD-2026-02949,VAC-048,67.4,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03288,ghaliyatih333@gmail.com,TES-AKD-2026-02950,VAC-048,74.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03289,heruhidaya60@pln.co.id,TES-AKD-2026-02951,VAC-003,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03290,marganazul989@pln.co.id,TES-AKD-2026-02952,VAC-005,67.8,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03291,edimahendr165@outlook.com,,VAC-002,45.0,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03292,irahariyah710@outlook.com,TES-AKD-2026-02953,VAC-006,98.4,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03293,gandawaluy541@yahoo.com,TES-AKD-2026-02954,VAC-001,68.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03294,rahmihassa201@gmail.com,TES-AKD-2026-02955,VAC-005,94.7,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03295,kadirlatup217@yahoo.com,TES-AKD-2026-02956,VAC-001,96.4,STRONG_MATCH,SIGNED,2026-06-07,,VAC-001,Engineer Sistem Tenaga,PLN Kantor Pusat,Jakarta,1
REG-2026-03296,kasiyahuya991@yahoo.com,TES-AKD-2026-02957,VAC-004,99.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03297,gamantonaj800@yahoo.com,TES-AKD-2026-02958,VAC-043,64.9,LOW_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03298,kamilaangg248@yahoo.com,TES-AKD-2026-02959,VAC-045,97.3,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03299,dianafarid180@gmail.com,TES-AKD-2026-02960,VAC-012,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03300,agneshastu759@outlook.com,TES-AKD-2026-02961,VAC-040,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03301,zelayawast662@yahoo.com,TES-AKD-2026-02962,VAC-031,65.1,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03302,suryawasit627@outlook.com,TES-AKD-2026-02963,VAC-009,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03303,uchitautam230@gmail.com,TES-AKD-2026-02964,VAC-014,65.2,MODERATE_MATCH,SIGNED,2026-06-17,,VAC-014,Analis Keuangan,PLN UIP Sulawesi,Makassar,1
REG-2026-03304,lasmantota119@yahoo.com,TES-AKD-2026-02965,VAC-015,100.0,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03305,dindaaryan830@pln.co.id,TES-AKD-2026-02966,VAC-007,67.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03306,darijanpra465@outlook.com,TES-AKD-2026-02967,VAC-006,99.5,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03307,oktautama45@yahoo.com,TES-AKD-2026-02968,VAC-009,66.2,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03308,asirwadala355@yahoo.com,TES-AKD-2026-02969,VAC-001,69.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03309,nardiardia274@pln.co.id,TES-AKD-2026-02970,VAC-003,69.5,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03310,garasaputr847@outlook.com,TES-AKD-2026-02971,VAC-025,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03311,galihtarih382@outlook.com,TES-AKD-2026-02972,VAC-014,96.5,STRONG_MATCH,PENDING,,,,,,,1
REG-2026-03312,wirdakuswa221@pln.co.id,TES-AKD-2026-02973,VAC-001,69.7,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03313,adikarafir874@outlook.com,TES-AKD-2026-02974,VAC-006,91.8,STRONG_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03314,danangmang920@gmail.com,TES-AKD-2026-02975,VAC-002,70.0,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
REG-2026-03315,legamarpau391@yahoo.com,TES-AKD-2026-02976,VAC-041,68.9,MODERATE_MATCH,NOT_OFFERED,,,,,,,1
