candidate_id,batch_id,candidate_name,gender,dob,age,domisili,pendidikan,universitas,jurusan,ipk,pengalaman_kerja_tahun,sertifikasi,source_recruitment
C00607,B092,"Hj. Juli Maulana, S.E.I",Female,2002-04-04,24,Bandung,S1,Institut Teknologi Sepuluh Nopember,Teknik Mesin,3.05,1,None,Career Expo
C00608,B092,Edison Halimah,Female,2003-02-10,23,Balikpapan,S1,Universitas Diponegoro,Teknik Mesin,3.79,1,TOEFL,Career Expo
C00609,B092,"Yance Mandala, M.Kom.",Male,2003-11-01,23,Balikpapan,S1,Institut Teknologi Sepuluh Nopember,Sistem Informasi,3.37,1,None,Campus Hiring
C00610,B090,Raisa Ardianto,Female,2003-05-13,23,Surabaya,S1,Institut Teknologi Bandung,Teknik Elektro,3.14,0,None,Reguler
C00611,B092,Ajiman Rajasa,Female,2005-11-22,21,Surabaya,S1,Universitas Brawijaya,Teknik Elektro,3.86,2,None,Reguler
C00612,B092,Rafid Maryadi,Male,2003-09-07,23,Surabaya,S1,Universitas Gadjah Mada,Sistem Informasi,3.22,0,TOEFL,Reguler
C00613,B091,H. Lulut Nuraini,Male,2004-11-10,22,Palembang,S1,Universitas Brawijaya,Akuntansi,3.53,2,None,Job Fair Kampus
C00614,B092,Carla Suwarno,Female,2004-06-19,22,Bandung,S1,Institut Teknologi Bandung,Hukum,2.84,1,AK3,Reguler
C00615,B090,Gada Maheswara,Male,2003-11-16,23,Surabaya,S1,Universitas Padjadjaran,Teknik Mesin,3.71,3,None,Reguler
C00616,B092,Digdaya Andriani,Female,2005-12-03,21,Surabaya,S1,Universitas Airlangga,Teknik Sipil,2.93,1,None,Reguler
C00617,B092,"Putu Oktaviani, M.M.",Male,2004-08-15,22,Balikpapan,S1,Institut Teknologi Sepuluh Nopember,Teknik Mesin,2.9,0,None,BUMN Bersama
C00618,B092,Balapati Mandasari,Male,2004-03-01,22,Medan,S1,Universitas Gadjah Mada,Teknik Industri,3.62,0,AWS CCP,Job Fair Kampus
C00619,B090,Drs. Anita Usamah,Female,2004-04-19,22,Balikpapan,S1,Universitas Gadjah Mada,Ilmu Komunikasi,3.76,0,None,Campus Hiring
C00620,B090,Drs. Dimas Megantara,Male,2002-03-26,24,Pontianak,S1,Universitas Sebelas Maret,Teknik Elektro,3.2,0,None,BUMN Bersama
C00621,B091,Maria Adriansyah,Female,2003-06-03,23,Semarang,S1,Universitas Sebelas Maret,Manajemen,3.92,3,None,Reguler
C00622,B090,dr. Halima Pertiwi,Male,2002-02-19,24,Palembang,S1,Universitas Diponegoro,Teknik Sipil,3.04,1,Google Data Analytics,Reguler
C00623,B092,Fitria Widiastuti,Male,2002-12-11,24,Makassar,S1,Universitas Indonesia,Administrasi Bisnis,3.77,2,TOEFL,Campus Hiring
C00624,B092,"Bakiadi Novitasari, S.I.Kom",Male,2003-02-14,23,Makassar,S1,Universitas Gadjah Mada,Teknik Informatika,3.12,2,None,Reguler
C00625,B090,Xanana Novitasari,Male,2002-07-16,24,Semarang,S1,Universitas Sebelas Maret,Teknik Mesin,3.53,0,None,Campus Hiring
C00626,B092,Dr. Panji Mayasari,Male,2002-01-13,24,Balikpapan,S1,Universitas Gadjah Mada,Administrasi Bisnis,2.94,0,None,Campus Hiring
C00627,B091,Dt. Harsaya Halimah,Female,2003-06-14,23,Semarang,S1,Universitas Padjadjaran,Manajemen,3.7,0,Google Data Analytics,Job Fair Kampus
C00628,B090,Makara Wibisono,Male,1996-01-28,30,Surabaya,S1,Universitas Diponegoro,Akuntansi,2.85,0,None,Campus Hiring
C00629,B091,Hafshah Budiyanto,Male,1996-03-20,30,Yogyakarta,S1,Universitas Sebelas Maret,Sistem Informasi,3.05,0,TOEFL,Job Fair Kampus
C00630,B092,Winda Hidayat,Male,2003-05-12,23,Yogyakarta,S1,Universitas Airlangga,Hukum,3.64,2,None,Reguler
C00631,B092,Halima Wahyuni,Female,2001-10-16,25,Balikpapan,S1,Institut Teknologi Sepuluh Nopember,Teknik Mesin,3.17,2,TOEFL,Reguler
C00632,B090,"Bala Prastuti, S.Psi",Male,2005-04-23,21,Jakarta,S1,Universitas Diponegoro,Teknik Industri,3.13,2,None,Career Expo
C00633,B090,Artawan Thamrin,Male,2005-10-13,21,Semarang,S1,Universitas Padjadjaran,Teknik Industri,3.02,0,None,Reguler
C00634,B092,Tgk. Rahmat Yuniar,Female,2005-06-01,21,Pontianak,S1,Institut Teknologi Sepuluh Nopember,Hukum,3.71,2,None,Career Expo
C00635,B090,Radika Hariyah,Female,2000-12-24,26,Yogyakarta,S2,Universitas Sebelas Maret,Akuntansi,3.36,0,TOEFL,Campus Hiring
C00636,B091,"Natalia Usamah, S.E.",Female,2004-07-15,22,Yogyakarta,S1,Universitas Indonesia,Manajemen,4.0,0,AK3,Reguler
C00637,B092,"R.M. Atma Haryanti, S.Gz",Female,2005-05-12,21,Pontianak,S1,Institut Teknologi Bandung,Teknik Sipil,2.95,1,TOEFL,Reguler
C00638,B090,Farah Gunawan,Female,2000-08-15,26,Makassar,S2,Universitas Sebelas Maret,Teknik Elektro,3.06,0,None,BUMN Bersama
C00639,B090,"Sutan Timbul Gunarto, S.Psi",Female,1999-09-11,27,Yogyakarta,S1,Universitas Diponegoro,Psikologi,3.84,0,None,Campus Hiring
C00640,B091,Oliva Widodo,Male,2000-11-02,26,Makassar,S1,Telkom University,Sistem Informasi,3.18,0,TOEFL,Reguler
C00641,B091,"Drs. Nabila Ramadan, S.Gz",Female,1997-01-22,29,Semarang,S1,Universitas Airlangga,Hukum,2.93,0,None,Reguler
C00642,B090,"Ir. Dadap Suwarno, S.I.Kom",Male,2004-06-19,22,Yogyakarta,S1,Universitas Gadjah Mada,Sistem Informasi,2.83,0,TOEFL,Reguler
C00643,B090,"Cut Zelaya Yolanda, S.Psi",Female,1999-06-16,27,Jakarta,S1,Universitas Diponegoro,Hukum,3.92,1,CCNA,Reguler
C00644,B091,Dewi Uwais,Male,2001-09-23,25,Semarang,S1,Universitas Padjadjaran,Ilmu Komunikasi,3.8,1,None,Job Fair Kampus
C00645,B092,Lalita Farida,Female,2001-11-03,25,Balikpapan,S2,Universitas Padjadjaran,Manajemen,3.45,0,None,Career Expo
C00646,B092,Jessica Nashiruddin,Male,2002-11-17,24,Yogyakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,3.19,0,AK3,BUMN Bersama
C00647,B090,Talia Mandasari,Male,2003-12-04,23,Medan,S1,Universitas Indonesia,Psikologi,3.22,1,None,BUMN Bersama
C00648,B092,Wirda Maryati,Female,2002-08-26,24,Balikpapan,S2,Institut Teknologi Sepuluh Nopember,Teknik Informatika,3.73,1,None,Campus Hiring
C00649,B091,Wani Hutasoit,Male,2002-05-11,24,Surabaya,S1,Telkom University,Teknik Elektro,3.39,0,Google Data Analytics,Reguler
C00650,B090,"Lintang Hutapea, S.Farm",Male,2000-01-06,26,Makassar,S1,Universitas Indonesia,Teknik Sipil,2.95,1,None,Reguler
C00651,B091,R. Puji Sihombing,Male,1997-03-17,29,Palembang,S1,Universitas Sebelas Maret,Psikologi,3.09,2,None,Reguler
C00652,B092,Ciaobella Hutapea,Female,2002-10-04,24,Makassar,S1,Universitas Padjadjaran,Akuntansi,3.56,0,AK3,Reguler
C00653,B090,Salimah Sihombing,Female,2001-12-06,25,Bandung,S1,Universitas Gadjah Mada,Ilmu Komunikasi,3.87,2,TOEFL,Reguler
C00654,B091,Melinda Suartini,Female,2003-08-06,23,Semarang,S1,Universitas Diponegoro,Teknik Informatika,3.39,0,None,Campus Hiring
C00655,B090,"Maria Marbun, M.M.",Female,2004-07-11,22,Semarang,S2,Universitas Padjadjaran,Manajemen,3.42,0,TOEFL,Campus Hiring
C00656,B090,Melinda Gunarto,Male,2003-03-04,23,Yogyakarta,S1,Universitas Diponegoro,Teknik Industri,3.99,0,AK3,BUMN Bersama
C00657,B091,"Kamila Susanti, S.Farm",Female,2004-04-18,22,Balikpapan,S1,Universitas Sebelas Maret,Manajemen,3.76,0,None,Career Expo
C00658,B092,Suci Hakim,Male,2003-05-19,23,Yogyakarta,S1,Universitas Indonesia,Teknik Industri,3.66,0,CCNA,Reguler
C00659,B091,Mumpuni Uyainah,Female,2003-02-28,23,Medan,S1,Universitas Indonesia,Teknik Sipil,3.69,1,None,Reguler
C00660,B092,Karimah Mulyani,Male,2003-05-15,23,Medan,S1,Institut Teknologi Bandung,Teknik Informatika,3.32,1,CCNA,Job Fair Kampus
C00661,B091,"H. Mustika Manullang, S.Ked",Female,2004-09-22,22,Jakarta,S1,Institut Teknologi Sepuluh Nopember,Administrasi Bisnis,2.96,0,None,BUMN Bersama
C00662,B092,Samsul Sudiati,Male,2004-03-16,22,Bandung,S1,Universitas Sebelas Maret,Administrasi Bisnis,3.83,0,AK3,Reguler
C00663,B090,"Purwa Farida, S.Gz",Male,2003-10-07,23,Palembang,S1,Telkom University,Akuntansi,3.08,0,None,Campus Hiring
C00664,B090,Bagas Prakasa,Male,2000-04-10,26,Medan,S1,Universitas Sebelas Maret,Teknik Industri,3.38,1,None,Reguler
C00665,B092,"Ir. Ghani Tarihoran, S.Sos",Female,2003-08-11,23,Medan,S1,Universitas Indonesia,Teknik Industri,3.22,0,None,Reguler
C00666,B092,Cut Rahmi Mangunsong,Female,2000-08-20,26,Semarang,S1,Universitas Padjadjaran,Teknik Mesin,2.87,0,AK3,Reguler
C00667,B091,"Ihsan Uwais, S.I.Kom",Female,2003-08-14,23,Medan,S1,Institut Teknologi Bandung,Teknik Elektro,3.17,0,None,Campus Hiring
C00668,B091,Vanesa Hutagalung,Male,2002-11-04,24,Balikpapan,S1,Institut Teknologi Bandung,Ilmu Komunikasi,3.94,1,None,Reguler
C00669,B090,R. Paris Utama,Female,1999-09-03,27,Surabaya,S1,Universitas Sebelas Maret,Teknik Informatika,3.27,0,TOEFL,Reguler
C00670,B091,Iriana Yulianti,Male,1999-06-14,27,Jakarta,S1,Universitas Sebelas Maret,Sistem Informasi,2.92,0,None,Campus Hiring
C00671,B091,Hilda Latupono,Male,2004-01-08,22,Bandung,S1,Universitas Padjadjaran,Sistem Informasi,3.59,0,None,Job Fair Kampus
C00672,B092,Oman Nashiruddin,Female,2000-02-03,26,Jakarta,S1,Universitas Sebelas Maret,Sistem Informasi,3.53,1,None,Job Fair Kampus
C00673,B092,Padma Wibisono,Female,2004-10-28,22,Yogyakarta,S1,Universitas Diponegoro,Teknik Sipil,3.35,0,None,BUMN Bersama
C00674,B090,R. Eluh Rajata,Female,2003-07-03,23,Balikpapan,S1,Universitas Sebelas Maret,Teknik Industri,3.09,0,None,Campus Hiring
C00675,B091,"Melinda Prabowo, M.Ak",Female,1998-09-23,28,Semarang,S1,Universitas Brawijaya,Teknik Mesin,3.24,0,TOEFL,Campus Hiring
C00676,B090,Talia Lestari,Female,2004-11-03,22,Pontianak,S2,Institut Teknologi Sepuluh Nopember,Teknik Mesin,2.9,0,None,Career Expo
C00677,B092,Banawi Mansur,Male,2005-08-09,21,Medan,S1,Telkom University,Sistem Informasi,3.52,0,Google Data Analytics,Reguler
C00678,B092,"Puti Mila Natsir, M.M.",Male,2001-08-18,25,Makassar,S1,Universitas Sebelas Maret,Sistem Informasi,3.47,0,AK3,Job Fair Kampus
C00679,B092,Rusman Zulaika,Male,2003-02-13,23,Surabaya,S1,Institut Teknologi Sepuluh Nopember,Teknik Elektro,3.33,0,AWS CCP,Reguler
C00680,B090,"dr. Salwa Situmorang, S.Pt",Female,2003-11-26,23,Palembang,S1,Institut Teknologi Bandung,Teknik Mesin,3.16,1,None,Reguler
C00681,B092,Dr. Elvin Salahudin,Female,2002-10-12,24,Semarang,S1,Telkom University,Teknik Mesin,3.94,0,None,Campus Hiring
C00682,B090,"R. Tania Uyainah, S.E.",Female,2003-06-24,23,Makassar,S1,Institut Teknologi Bandung,Manajemen,3.18,0,None,Campus Hiring
C00683,B090,"Tgk. Kacung Prasetyo, S.IP",Male,2003-04-07,23,Pontianak,S1,Universitas Brawijaya,Ilmu Komunikasi,3.51,0,None,Campus Hiring
C00684,B091,Prima Mandala,Male,2003-01-07,23,Pontianak,S1,Universitas Padjadjaran,Teknik Industri,3.92,1,TOEFL,Campus Hiring
C00685,B091,Paiman Lailasari,Male,2005-03-04,21,Surabaya,S1,Universitas Sebelas Maret,Hukum,3.5,0,AK3,Reguler
C00686,B092,Gatra Puspasari,Female,1998-12-28,28,Semarang,S1,Institut Teknologi Sepuluh Nopember,Teknik Industri,2.91,0,AK3,Reguler
C00687,B091,dr. Nadia Puspasari,Male,2003-01-11,23,Palembang,S1,Universitas Brawijaya,Teknik Elektro,3.19,0,None,Reguler
C00688,B090,Luwar Irawan,Female,2003-07-23,23,Bandung,S1,Telkom University,Teknik Sipil,3.81,1,AWS CCP,BUMN Bersama
C00689,B091,Galak Widodo,Female,2001-07-18,25,Balikpapan,S1,Universitas Padjadjaran,Sistem Informasi,3.58,1,None,Career Expo
C00690,B092,"Tantri Kuswandari, M.TI.",Female,2001-06-24,25,Semarang,S2,Universitas Padjadjaran,Teknik Informatika,3.25,0,CCNA,BUMN Bersama
C00691,B090,Vivi Wasita,Male,2003-09-07,23,Yogyakarta,S1,Universitas Sebelas Maret,Teknik Sipil,3.91,0,TOEFL,Reguler
C00692,B091,"Ir. Belinda Mahendra, S.Psi",Female,2002-07-02,24,Pontianak,S1,Institut Teknologi Bandung,Administrasi Bisnis,3.84,0,CCNA,BUMN Bersama
C00693,B092,"Bagya Hartati, M.M.",Female,2003-08-24,23,Jakarta,S1,Telkom University,Ilmu Komunikasi,3.87,1,None,Job Fair Kampus
C00694,B090,"Kariman Situmorang, S.E.I",Male,2005-02-02,21,Balikpapan,S1,Universitas Diponegoro,Sistem Informasi,3.98,0,None,Campus Hiring
C00695,B092,"Drs. Suci Rahmawati, S.E.",Male,2003-11-28,23,Medan,S2,Universitas Sebelas Maret,Administrasi Bisnis,2.82,0,TOEFL,Reguler
C00696,B090,"R.M. Ian Mardhiyah, S.Gz",Male,2005-09-05,21,Pontianak,S1,Institut Teknologi Sepuluh Nopember,Akuntansi,3.63,0,None,Campus Hiring
C00697,B092,"Puti Padma Mangunsong, S.Pd",Male,2003-09-12,23,Pontianak,S1,Universitas Brawijaya,Teknik Industri,2.91,0,CCNA,Reguler
C00698,B090,Caraka Sinaga,Male,2004-10-21,22,Medan,S1,Universitas Brawijaya,Manajemen,2.9,1,TOEFL,Reguler
C00699,B092,"Genta Situmorang, M.TI.",Male,2001-12-05,25,Surabaya,S1,Telkom University,Teknik Industri,3.18,1,None,Reguler
C00700,B091,Zulfa Hutapea,Male,2004-05-09,22,Medan,S1,Universitas Airlangga,Hukum,3.73,0,None,Career Expo
C00701,B090,Faizah Usada,Male,2005-10-13,21,Medan,S1,Universitas Diponegoro,Teknik Informatika,3.05,0,TOEFL,Campus Hiring
C00702,B091,T. Budi Utami,Female,2005-04-09,21,Surabaya,S1,Universitas Brawijaya,Teknik Sipil,2.97,0,TOEFL,Reguler
C00703,B091,Raisa Nasyidah,Female,2002-01-11,24,Surabaya,S1,Universitas Padjadjaran,Administrasi Bisnis,3.37,0,None,BUMN Bersama
C00704,B092,Jefri Yuniar,Male,1999-05-06,27,Pontianak,S1,Universitas Brawijaya,Teknik Mesin,3.51,1,TOEFL,Job Fair Kampus
C00705,B091,Lega Prastuti,Female,2000-05-24,26,Jakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,3.72,0,CCNA,Campus Hiring
C00706,B090,Cawisono Wahyuni,Female,2003-05-19,23,Yogyakarta,S1,Telkom University,Teknik Elektro,3.96,0,CCNA,Reguler
C00707,B092,Ir. Jessica Pratiwi,Male,2004-06-26,22,Medan,S1,Universitas Brawijaya,Akuntansi,3.28,0,None,Campus Hiring
C00708,B091,Rudi Dabukke,Male,2000-05-10,26,Semarang,S1,Universitas Gadjah Mada,Teknik Mesin,3.62,1,Google Data Analytics,Reguler
C00709,B091,Arsipatra Yuniar,Female,2004-02-16,22,Palembang,S1,Universitas Brawijaya,Teknik Industri,3.65,1,AK3,Reguler
C00710,B091,"Drs. Eman Yulianti, S.Kom",Male,2003-03-13,23,Palembang,S1,Telkom University,Hukum,3.27,1,None,Campus Hiring
C00711,B092,"Drs. Hamzah Safitri, S.Ked",Male,2004-10-06,22,Jakarta,S1,Telkom University,Hukum,3.52,0,None,Reguler
C00712,B090,Sari Palastri,Male,2004-04-02,22,Surabaya,S1,Universitas Padjadjaran,Teknik Industri,2.98,0,None,Campus Hiring
C00713,B091,Syahrini Sihombing,Female,2005-07-06,21,Bandung,S1,Universitas Airlangga,Sistem Informasi,3.62,0,None,Career Expo
C00714,B090,Hesti Waskita,Male,2004-03-19,22,Palembang,S1,Universitas Padjadjaran,Sistem Informasi,3.73,0,None,Reguler
C00715,B092,Mutia Hidayanto,Male,2002-08-17,24,Medan,S1,Universitas Indonesia,Teknik Industri,3.74,1,AWS CCP,Campus Hiring
C00716,B091,"Almira Manullang, M.M.",Female,2000-02-05,26,Pontianak,S1,Universitas Brawijaya,Sistem Informasi,3.32,1,None,Reguler
C00717,B091,Novi Hariyah,Female,2003-01-20,23,Jakarta,S1,Universitas Sebelas Maret,Hukum,3.12,0,None,Reguler
C00718,B090,Ganep Sudiati,Female,2003-11-02,23,Palembang,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,3.01,1,None,Reguler
C00719,B090,Galar Simanjuntak,Male,2002-07-09,24,Balikpapan,S1,Telkom University,Teknik Industri,3.35,1,None,Reguler
C00720,B091,"Zelda Situmorang, S.Sos",Male,2002-12-21,24,Bandung,S2,Universitas Airlangga,Akuntansi,3.91,0,AK3,Reguler
C00721,B092,Prabawa Uwais,Male,2004-12-09,22,Palembang,S1,Universitas Indonesia,Administrasi Bisnis,3.75,2,TOEFL,BUMN Bersama
C00722,B091,Dr. Balamantri Simanjuntak,Male,2002-01-12,24,Surabaya,S1,Universitas Diponegoro,Teknik Mesin,3.4,1,None,Reguler
C00723,B090,Jaka Maheswara,Male,2002-05-01,24,Yogyakarta,S1,Universitas Diponegoro,Teknik Elektro,3.35,1,AK3,Campus Hiring
C00724,B091,Mila Prayoga,Male,2004-01-23,22,Pontianak,S1,Universitas Brawijaya,Teknik Elektro,3.51,1,TOEFL,Reguler
C00725,B091,Bakti Hardiansyah,Female,2003-09-01,23,Makassar,S1,Universitas Brawijaya,Teknik Sipil,3.05,0,TOEFL,Campus Hiring
C00726,B091,Kiandra Susanti,Female,2003-11-28,23,Medan,S1,Universitas Indonesia,Teknik Elektro,3.05,1,AWS CCP,Reguler
C00727,B092,Hilda Manullang,Female,2001-08-22,25,Medan,S1,Telkom University,Teknik Mesin,3.32,1,AWS CCP,Reguler
C00728,B090,"dr. Ratih Sihotang, S.Kom",Female,2002-08-08,24,Bandung,S1,Universitas Indonesia,Teknik Informatika,3.27,0,None,Reguler
C00729,B092,"R.M. Jamil Mulyani, M.M.",Female,2004-03-25,22,Semarang,S1,Universitas Padjadjaran,Administrasi Bisnis,3.88,4,None,Job Fair Kampus
C00730,B091,Ina Mandasari,Male,2002-11-21,24,Semarang,S1,Universitas Padjadjaran,Hukum,3.39,0,None,Career Expo
C00731,B092,Bakijan Wijaya,Female,2004-03-13,22,Surabaya,S1,Universitas Indonesia,Teknik Informatika,3.26,1,TOEFL,BUMN Bersama
C00732,B092,drg. Dimas Pratama,Female,2004-01-20,22,Pontianak,S2,Telkom University,Teknik Informatika,3.68,1,CCNA,Reguler
C00733,B090,dr. Alika Hardiansyah,Male,2004-11-16,22,Palembang,S1,Universitas Sebelas Maret,Hukum,3.41,0,None,BUMN Bersama
C00734,B092,Nilam Riyanti,Female,2003-04-06,23,Yogyakarta,S1,Universitas Indonesia,Sistem Informasi,3.87,2,None,Campus Hiring
C00735,B091,"Hj. Samiah Halimah, S.Pd",Male,2002-08-08,24,Pontianak,S1,Universitas Airlangga,Psikologi,3.85,0,CCNA,Reguler
C00736,B091,Dt. Slamet Kurniawan,Male,2005-01-22,21,Palembang,S1,Universitas Diponegoro,Teknik Informatika,3.86,4,None,Job Fair Kampus
C00737,B091,Diana Saptono,Male,2003-12-02,23,Jakarta,S1,Universitas Airlangga,Teknik Industri,3.28,1,CCNA,Campus Hiring
C00738,B091,"Karimah Waskita, S.I.Kom",Female,2003-02-04,23,Bandung,S1,Universitas Gadjah Mada,Teknik Sipil,3.24,1,TOEFL,Reguler
C00739,B092,Himawan Habibi,Male,2001-04-09,25,Makassar,S1,Institut Teknologi Sepuluh Nopember,Sistem Informasi,3.71,1,None,Campus Hiring
C00740,B091,Drs. Febi Tarihoran,Female,2001-12-09,25,Balikpapan,S1,Universitas Diponegoro,Teknik Informatika,2.83,0,Google Data Analytics,Campus Hiring
C00741,B092,T. Bagya Winarno,Female,2003-12-06,23,Yogyakarta,S1,Universitas Gadjah Mada,Teknik Sipil,3.69,0,TOEFL,Reguler
C00742,B090,drg. Prakosa Pudjiastuti,Female,2000-05-21,26,Jakarta,S1,Universitas Diponegoro,Teknik Mesin,3.24,1,None,Career Expo
C00743,B091,Yunita Oktaviani,Female,2003-03-12,23,Medan,S1,Universitas Padjadjaran,Teknik Informatika,3.84,1,None,Reguler
C00744,B091,"Lurhur Lazuardi, S.E.I",Female,2004-07-01,22,Semarang,S1,Universitas Gadjah Mada,Teknik Elektro,3.13,0,AK3,Job Fair Kampus
C00745,B092,Hartana Wahyudin,Male,2003-08-19,23,Balikpapan,S1,Institut Teknologi Sepuluh Nopember,Akuntansi,3.69,1,None,Reguler
C00746,B092,"Tgk. Kalim Utama, S.E.I",Male,1998-09-03,28,Bandung,S1,Institut Teknologi Bandung,Teknik Informatika,3.34,1,None,Reguler
C00747,B091,Luhung Melani,Male,2002-11-28,24,Pontianak,S1,Universitas Diponegoro,Sistem Informasi,3.46,1,None,Reguler
C00748,B092,Olivia Gunarto,Male,1999-03-17,27,Pontianak,S1,Universitas Brawijaya,Teknik Mesin,3.36,0,None,Job Fair Kampus
C00749,B090,Aris Mandala,Female,2001-02-07,25,Balikpapan,S1,Telkom University,Teknik Industri,3.06,0,None,Campus Hiring
C00750,B092,"Juli Kusmawati, M.TI.",Female,2000-02-24,26,Pontianak,S1,Universitas Brawijaya,Administrasi Bisnis,3.99,0,None,Reguler
C00751,B091,Eka Sudiati,Female,2003-03-11,23,Yogyakarta,S1,Universitas Sebelas Maret,Teknik Informatika,3.1,0,None,Campus Hiring
C00752,B090,R.M. Gamanto Suryatmi,Female,2002-02-25,24,Balikpapan,S1,Universitas Brawijaya,Psikologi,3.39,0,None,Job Fair Kampus
C00753,B091,Elisa Wijaya,Female,2005-08-11,21,Bandung,S1,Institut Teknologi Sepuluh Nopember,Teknik Informatika,3.06,1,None,Reguler
C00754,B091,Tgk. Rika Sirait,Female,2005-05-20,21,Palembang,S1,Universitas Gadjah Mada,Sistem Informasi,3.82,0,TOEFL,Reguler
C00755,B092,Dr. Kasiran Lestari,Female,2002-07-25,24,Yogyakarta,S1,Universitas Airlangga,Manajemen,2.97,2,None,Reguler
C00756,B090,"Padmi Salahudin, M.Kom.",Female,2003-07-19,23,Jakarta,S1,Universitas Padjadjaran,Teknik Industri,3.22,0,AK3,BUMN Bersama
C00757,B090,"Cut Kartika Sitompul, S.IP",Female,2005-12-07,21,Jakarta,S1,Universitas Airlangga,Sistem Informasi,3.31,0,None,Campus Hiring
C00758,B090,Restu Samosir,Male,2001-10-17,25,Medan,S1,Universitas Brawijaya,Teknik Sipil,3.93,0,TOEFL,BUMN Bersama
C00759,B092,"H. Teddy Usamah, S.Ked",Male,2001-07-23,25,Pontianak,S1,Telkom University,Administrasi Bisnis,3.25,0,None,Campus Hiring
C00760,B091,Dr. Hani Yolanda,Female,2002-08-10,24,Palembang,S1,Universitas Gadjah Mada,Teknik Mesin,3.85,2,TOEFL,Campus Hiring
C00761,B091,"KH. Labuh Permata, S.H.",Male,2003-06-19,23,Yogyakarta,S1,Institut Teknologi Bandung,Sistem Informasi,2.97,0,AK3,Career Expo
C00762,B091,"Anastasia Padmasari, M.Kom.",Female,1998-06-25,28,Makassar,S1,Universitas Airlangga,Teknik Mesin,3.2,0,TOEFL,Job Fair Kampus
C00763,B091,Karna Usamah,Female,2002-01-05,24,Jakarta,S1,Universitas Sebelas Maret,Teknik Industri,2.87,0,AWS CCP,Reguler
C00764,B091,"Raina Wibowo, S.E.I",Female,1996-09-28,30,Bandung,S1,Universitas Indonesia,Ilmu Komunikasi,3.48,0,AWS CCP,Job Fair Kampus
C00765,B091,"Hj. Hesti Firmansyah, M.Farm",Male,2001-02-19,25,Bandung,S1,Universitas Padjadjaran,Ilmu Komunikasi,3.78,1,None,Career Expo
C00766,B091,"Carla Nainggolan, S.Ked",Male,2002-02-06,24,Palembang,S1,Institut Teknologi Bandung,Teknik Sipil,3.28,0,None,Campus Hiring
C00767,B092,Iriana Andriani,Female,2005-04-11,21,Medan,S1,Universitas Sebelas Maret,Teknik Sipil,3.35,1,TOEFL,Job Fair Kampus
C00768,B091,Hendri Putra,Female,1999-12-28,27,Surabaya,S1,Universitas Indonesia,Teknik Mesin,2.83,1,TOEFL,Career Expo
C00769,B091,Olivia Suryatmi,Male,2002-02-11,24,Surabaya,S1,Universitas Padjadjaran,Manajemen,3.99,1,None,BUMN Bersama
C00770,B091,Zizi Halim,Female,2005-08-04,21,Semarang,S1,Universitas Padjadjaran,Psikologi,2.86,0,None,Reguler
C00771,B092,"Dina Maryati, S.Kom",Female,2002-02-03,24,Bandung,S1,Universitas Gadjah Mada,Ilmu Komunikasi,3.71,2,None,Campus Hiring
C00772,B091,Tgk. Mujur Kuswandari,Female,2001-06-14,25,Yogyakarta,S1,Universitas Sebelas Maret,Teknik Elektro,2.93,1,None,Reguler
C00773,B092,dr. Galar Natsir,Female,2003-02-12,23,Yogyakarta,S1,Institut Teknologi Sepuluh Nopember,Teknik Sipil,4.0,1,None,Campus Hiring
C00774,B091,Patricia Siregar,Female,2000-01-09,26,Surabaya,S1,Telkom University,Hukum,2.81,0,None,Reguler
C00775,B091,Tgk. Murti Zulaika,Female,2001-01-20,25,Palembang,S1,Universitas Gadjah Mada,Administrasi Bisnis,3.3,1,None,Campus Hiring
C00776,B092,"Rangga Saptono, M.Ak",Male,2001-11-06,25,Semarang,S1,Universitas Diponegoro,Teknik Elektro,3.28,1,None,Career Expo
C00777,B090,Febi Prayoga,Female,2005-01-11,21,Palembang,S1,Institut Teknologi Bandung,Teknik Industri,3.45,0,AK3,Job Fair Kampus
C00778,B090,Puti Salahudin,Male,2004-01-12,22,Makassar,S1,Universitas Brawijaya,Akuntansi,3.98,0,Google Data Analytics,Campus Hiring
C00779,B090,Wardaya Salahudin,Male,2000-11-01,26,Medan,S1,Universitas Sebelas Maret,Teknik Industri,3.24,2,TOEFL,Job Fair Kampus
C00780,B092,"T. Niyaga Pranowo, M.Kom.",Female,2003-10-07,23,Semarang,S2,Universitas Indonesia,Teknik Informatika,3.69,0,TOEFL,Reguler
C00781,B090,Natalia Tampubolon,Male,2004-05-06,22,Pontianak,S2,Universitas Sebelas Maret,Hukum,3.42,0,AWS CCP,Reguler
C00782,B091,KH. Najam Saefullah,Male,2003-06-22,23,Palembang,S1,Institut Teknologi Bandung,Sistem Informasi,3.75,2,AWS CCP,Reguler
C00783,B091,Dewi Pertiwi,Male,2000-04-06,26,Medan,S1,Institut Teknologi Sepuluh Nopember,Teknik Elektro,3.55,0,Google Data Analytics,Campus Hiring
C00784,B090,"Kenari Wibowo, S.Sos",Female,1996-08-20,30,Balikpapan,S1,Universitas Airlangga,Teknik Industri,3.2,0,CCNA,Reguler
C00785,B092,"dr. Vera Maulana, S.Pd",Female,2001-08-22,25,Medan,S1,Universitas Padjadjaran,Teknik Sipil,3.57,1,AWS CCP,Reguler
