kandidat_id,hubungan_keluarga,alamat,no_telp,pekerjaan
115269,Wali,Jl. Anggrek No. 146,082538096742,Wiraswasta
115271,Ayah,Jl. Melati No. 78,083365773491,Karyawan Swasta
115271,Kakak,Jl. Kartini No. 96,087384155942,Buruh
115274,Wali,Jl. Kenanga No. 138,082082355751,Buruh
115279,Adik,Jl. Sudirman No. 138,081711751041,Wiraswasta
115281,Adik,Jl. Cempaka No. 29,086338428236,Pensiunan
115281,Wali,Jl. Veteran No. 134,082837108481,Petani
115284,Istri,Jl. Gatot Subroto No. 13,088451070215,Ibu Rumah Tangga
115284,Wali,Jl. Pahlawan No. 136,089765079227,Pensiunan
115285,Kakak,Jl. Anggrek No. 138,084309382883,Pensiunan
115286,Adik,Jl. Ahmad Yani No. 149,088278969715,Karyawan Swasta
115290,Ibu,Jl. Mawar No. 104,088221927311,Buruh
115290,Adik,Jl. Kartini No. 33,085065466951,Guru
115291,Ibu,Jl. Pahlawan No. 140,083724651927,Karyawan Swasta
115291,Istri,Jl. Sudirman No. 25,089997534078,Ibu Rumah Tangga
115292,Kakak,Jl. Ahmad Yani No. 22,082384475277,Buruh
115293,Istri,Jl. Sudirman No. 59,080441758338,PNS
115294,Istri,Jl. Mawar No. 79,088580619198,Pensiunan
115295,Suami,Jl. Melati No. 42,085028446235,Pensiunan
115295,Adik,Jl. Anggrek No. 118,087337835627,Guru
115296,Kakak,Jl. Pahlawan No. 123,088211864935,PNS
115296,Ayah,Jl. Kartini No. 130,080260257406,Buruh
115297,Suami,Jl. Kenanga No. 161,088619021467,Pensiunan
115297,Ibu,Jl. Diponegoro No. 87,088048802024,Wiraswasta
115299,Kakak,Jl. Sudirman No. 89,081643931947,Karyawan Swasta
115301,Istri,Jl. Cempaka No. 25,089243462730,Guru
115301,Ibu,Jl. Cempaka No. 193,086513764779,Karyawan Swasta
115302,Suami,Jl. Mawar No. 23,084223842629,Ibu Rumah Tangga
115302,Istri,Jl. Kenanga No. 122,089798496338,Guru
115304,Kakak,Jl. Cendana No. 68,086538479768,Petani
115305,Istri,Jl. Anggrek No. 5,080709779204,Guru
115305,Suami,Jl. Sudirman No. 36,080883680422,Guru
115306,Suami,Jl. Ahmad Yani No. 40,080609765392,Wiraswasta
115306,Ibu,Jl. Ahmad Yani No. 196,088931904780,Wiraswasta
115311,Ibu,Jl. Sudirman No. 88,089878937753,Petani
115311,Istri,Jl. Cempaka No. 10,081564140632,Guru
115317,Wali,Jl. Cendana No. 75,085082009742,Guru
115317,Ayah,Jl. Sudirman No. 196,080002762166,Ibu Rumah Tangga
115318,Wali,Jl. Ahmad Yani No. 120,084068156952,PNS
115318,Ibu,Jl. Merdeka No. 147,085693351498,Pensiunan
115319,Istri,Jl. Kartini No. 78,082550533344,Buruh
115321,Ibu,Jl. Gatot Subroto No. 106,088495597343,Buruh
115322,Suami,Jl. Diponegoro No. 54,086380355337,Ibu Rumah Tangga
115323,Ayah,Jl. Flamboyan No. 170,084466323425,Ibu Rumah Tangga
115324,Kakak,Jl. Merdeka No. 87,081783228232,Guru
115324,Suami,Jl. Flamboyan No. 79,083079055187,Guru
115326,Ayah,Jl. Anggrek No. 11,082367918524,Pensiunan
115326,Ibu,Jl. Sudirman No. 149,082670430542,Karyawan Swasta
115328,Wali,Jl. Veteran No. 93,087403033168,Guru
115329,Wali,Jl. Flamboyan No. 161,088046542240,Wiraswasta
115329,Ibu,Jl. Gatot Subroto No. 158,086786709288,Buruh
115330,Ibu,Jl. Cempaka No. 122,085057541821,Wiraswasta
115332,Ibu,Jl. Cendana No. 150,089772535963,Wiraswasta
115333,Suami,Jl. Merdeka No. 52,088430495512,Karyawan Swasta
115335,Suami,Jl. Anggrek No. 176,088564120326,Petani
115335,Adik,Jl. Kenanga No. 8,086887624902,Wiraswasta
115336,Kakak,Jl. Kartini No. 43,082881795723,PNS
115337,Ayah,Jl. Gatot Subroto No. 177,086024360892,Guru
115337,Suami,Jl. Veteran No. 93,085640025672,Guru
115338,Istri,Jl. Sudirman No. 38,088668706413,Karyawan Swasta
115338,Ibu,Jl. Diponegoro No. 123,085703149060,Pensiunan
115339,Suami,Jl. Kartini No. 42,088758824937,Pensiunan
115341,Ayah,Jl. Gatot Subroto No. 131,086704687881,Karyawan Swasta
115341,Adik,Jl. Cendana No. 197,080304747713,Karyawan Swasta
115343,Kakak,Jl. Cempaka No. 198,081618600401,Wiraswasta
115345,Suami,Jl. Sudirman No. 49,083499862220,Guru
115345,Ibu,Jl. Flamboyan No. 169,086995024792,Buruh
115346,Wali,Jl. Flamboyan No. 56,084850374604,PNS
115346,Ibu,Jl. Flamboyan No. 122,081182432205,PNS
115347,Adik,Jl. Pahlawan No. 17,081852329807,Wiraswasta
115347,Ibu,Jl. Anggrek No. 129,089953038835,Buruh
115349,Istri,Jl. Flamboyan No. 151,083286705979,Karyawan Swasta
115349,Suami,Jl. Cempaka No. 94,089610883144,Buruh
115350,Adik,Jl. Diponegoro No. 17,086909651877,PNS
115352,Ayah,Jl. Mawar No. 167,084237940778,Guru
115352,Adik,Jl. Melati No. 21,083489979997,Wiraswasta
115353,Adik,Jl. Melati No. 70,089194948725,Guru
115355,Istri,Jl. Pahlawan No. 68,082486550753,Pensiunan
115355,Ayah,Jl. Ahmad Yani No. 70,087258858724,Buruh
115356,Adik,Jl. Cempaka No. 173,089563070574,Ibu Rumah Tangga
115356,Wali,Jl. Merdeka No. 108,080326325279,Wiraswasta
115358,Adik,Jl. Diponegoro No. 58,082235857590,Wiraswasta
115365,Ibu,Jl. Ahmad Yani No. 133,086066164407,Karyawan Swasta
115366,Ayah,Jl. Anggrek No. 196,082302429327,Karyawan Swasta
115367,Suami,Jl. Merdeka No. 160,085350771684,Ibu Rumah Tangga
115367,Kakak,Jl. Diponegoro No. 163,085530545434,Pensiunan
115370,Adik,Jl. Melati No. 117,086839536163,Petani
115372,Kakak,Jl. Veteran No. 138,084676984669,Pensiunan
115373,Adik,Jl. Ahmad Yani No. 122,086728803461,Karyawan Swasta
115373,Ibu,Jl. Sudirman No. 105,080849520127,Karyawan Swasta
115374,Ayah,Jl. Cempaka No. 136,085785617647,Buruh
115376,Istri,Jl. Kartini No. 34,083332984608,Buruh
115376,Ibu,Jl. Cendana No. 167,083387687605,Ibu Rumah Tangga
115377,Suami,Jl. Cendana No. 5,087496376229,Guru
115377,Istri,Jl. Diponegoro No. 157,086802679217,Pensiunan
115380,Kakak,Jl. Veteran No. 48,087111808449,Guru
115380,Adik,Jl. Gatot Subroto No. 157,088460304282,Ibu Rumah Tangga
115381,Adik,Jl. Mawar No. 67,081983176247,Wiraswasta
115381,Istri,Jl. Diponegoro No. 28,085357779961,Guru
115382,Ayah,Jl. Gatot Subroto No. 104,088109067357,Petani
115383,Ayah,Jl. Cendana No. 30,083988823863,Pensiunan
115385,Adik,Jl. Kenanga No. 91,089494544807,Karyawan Swasta
115386,Ibu,Jl. Gatot Subroto No. 25,080715989312,Buruh
115386,Kakak,Jl. Mawar No. 131,089846687604,Karyawan Swasta
115387,Wali,Jl. Sudirman No. 61,086431021251,Petani
115387,Adik,Jl. Anggrek No. 128,084342888421,Pensiunan
115388,Suami,Jl. Melati No. 144,085515918031,Petani
115389,Kakak,Jl. Mawar No. 114,084075960542,Wiraswasta
115390,Adik,Jl. Pahlawan No. 163,086482349789,PNS
115390,Ayah,Jl. Ahmad Yani No. 148,089662205918,Petani
115392,Istri,Jl. Cempaka No. 155,082778125556,Guru
115392,Ayah,Jl. Anggrek No. 133,089836043093,Karyawan Swasta
115393,Ayah,Jl. Diponegoro No. 67,081715917269,Petani
115394,Ayah,Jl. Diponegoro No. 36,087178738936,Petani
115396,Ibu,Jl. Gatot Subroto No. 137,082824280949,Buruh
115396,Kakak,Jl. Diponegoro No. 168,081731991506,Buruh
115397,Ibu,Jl. Veteran No. 195,088692922451,PNS
115397,Kakak,Jl. Sudirman No. 119,088112143439,PNS
115398,Wali,Jl. Melati No. 131,089687917469,Petani
115398,Adik,Jl. Flamboyan No. 110,081379786482,Karyawan Swasta
115400,Kakak,Jl. Ahmad Yani No. 74,083955124586,Petani
115400,Wali,Jl. Ahmad Yani No. 82,087144801947,Wiraswasta
115402,Wali,Jl. Melati No. 129,084641815412,Karyawan Swasta
115404,Suami,Jl. Sudirman No. 176,084436902943,Ibu Rumah Tangga
115404,Ayah,Jl. Flamboyan No. 176,086764959841,Petani
115406,Suami,Jl. Veteran No. 24,088316695713,Buruh
115406,Wali,Jl. Gatot Subroto No. 141,089926454460,Karyawan Swasta
115409,Adik,Jl. Ahmad Yani No. 145,085335123820,PNS
115410,Istri,Jl. Cendana No. 153,083521865134,Wiraswasta
115410,Adik,Jl. Pahlawan No. 113,086901445940,Karyawan Swasta
115411,Ayah,Jl. Kartini No. 183,084451624309,Ibu Rumah Tangga
115414,Ibu,Jl. Diponegoro No. 156,080009559372,Ibu Rumah Tangga
115416,Wali,Jl. Cendana No. 132,081680430331,Guru
115422,Adik,Jl. Mawar No. 118,082104717076,Petani
115422,Ibu,Jl. Merdeka No. 48,084755472481,Ibu Rumah Tangga
115423,Adik,Jl. Flamboyan No. 99,086073498584,Ibu Rumah Tangga
115424,Ibu,Jl. Sudirman No. 18,085934314841,Buruh
115424,Istri,Jl. Cempaka No. 31,087476866887,Petani
115425,Ayah,Jl. Kartini No. 139,085625349188,Guru
115429,Ayah,Jl. Cempaka No. 176,080877878378,Guru
115429,Suami,Jl. Cempaka No. 134,088790305627,Wiraswasta
115431,Ayah,Jl. Melati No. 164,082127998176,Buruh
115436,Suami,Jl. Ahmad Yani No. 45,087636612172,PNS
115436,Istri,Jl. Gatot Subroto No. 28,085888711042,Buruh
115442,Istri,Jl. Kenanga No. 156,086968217394,Guru
115444,Ibu,Jl. Sudirman No. 28,081328216279,PNS
115445,Istri,Jl. Diponegoro No. 49,089040634707,Buruh
115446,Istri,Jl. Pahlawan No. 3,082176360684,Ibu Rumah Tangga
115447,Wali,Jl. Flamboyan No. 136,080251616375,Guru
115447,Suami,Jl. Ahmad Yani No. 9,082027601304,Ibu Rumah Tangga
115448,Kakak,Jl. Flamboyan No. 90,081594933604,Pensiunan
115448,Ibu,Jl. Kenanga No. 165,081449569617,Buruh
115449,Wali,Jl. Sudirman No. 60,083241963426,PNS
115449,Adik,Jl. Kenanga No. 66,081224024141,Buruh
115450,Adik,Jl. Ahmad Yani No. 89,082708481434,Pensiunan
115450,Ibu,Jl. Kartini No. 190,080493509570,Ibu Rumah Tangga
115451,Ayah,Jl. Melati No. 101,082050232265,Karyawan Swasta
115452,Kakak,Jl. Merdeka No. 46,082151896144,Karyawan Swasta
115452,Ibu,Jl. Mawar No. 187,080511753979,Karyawan Swasta
115455,Istri,Jl. Merdeka No. 185,080448718061,PNS
115455,Ayah,Jl. Kartini No. 189,082125163159,PNS
115456,Wali,Jl. Sudirman No. 35,085889821499,PNS
115456,Ibu,Jl. Melati No. 148,084974420856,Karyawan Swasta
115457,Istri,Jl. Anggrek No. 154,081001784609,PNS
115457,Wali,Jl. Melati No. 188,080443852626,Guru
115458,Kakak,Jl. Anggrek No. 64,086512229886,Wiraswasta
115459,Suami,Jl. Kenanga No. 180,082691561141,Wiraswasta
115460,Adik,Jl. Ahmad Yani No. 179,084090231334,PNS
115460,Kakak,Jl. Ahmad Yani No. 172,087438098533,Wiraswasta
115461,Ibu,Jl. Cendana No. 47,089348442474,Wiraswasta
115462,Ibu,Jl. Pahlawan No. 27,080941359677,Petani
115462,Wali,Jl. Pahlawan No. 19,080757358281,Buruh
115463,Kakak,Jl. Sudirman No. 153,082479494042,Karyawan Swasta
115463,Istri,Jl. Flamboyan No. 161,081269785795,Petani
115465,Adik,Jl. Flamboyan No. 102,083452734456,Pensiunan
115465,Ayah,Jl. Merdeka No. 150,080092027872,Wiraswasta
115466,Wali,Jl. Kartini No. 138,080786434112,Karyawan Swasta
115467,Istri,Jl. Melati No. 24,088909945750,Buruh
115468,Ayah,Jl. Melati No. 133,087515742057,Buruh
115469,Ibu,Jl. Diponegoro No. 82,081401158074,Petani
115470,Suami,Jl. Sudirman No. 56,083490248379,Pensiunan
115471,Wali,Jl. Anggrek No. 197,087209824727,Buruh
115471,Suami,Jl. Anggrek No. 13,085694238089,Buruh
115473,Kakak,Jl. Diponegoro No. 172,089547597215,Petani
115474,Ayah,Jl. Ahmad Yani No. 61,081557709261,Karyawan Swasta
115476,Ibu,Jl. Cempaka No. 185,084519517447,Petani
115477,Istri,Jl. Sudirman No. 199,082257095731,Pensiunan
115477,Adik,Jl. Anggrek No. 42,081409624977,Pensiunan
115481,Kakak,Jl. Sudirman No. 138,086410210884,Karyawan Swasta
115481,Ibu,Jl. Mawar No. 133,081211940246,Buruh
115482,Wali,Jl. Gatot Subroto No. 125,084021867666,Karyawan Swasta
115482,Kakak,Jl. Gatot Subroto No. 103,087655090328,Petani
115486,Adik,Jl. Melati No. 169,088534782698,Buruh
115486,Wali,Jl. Diponegoro No. 187,084603307441,Ibu Rumah Tangga
115488,Ayah,Jl. Sudirman No. 121,089171049092,Buruh
115488,Suami,Jl. Melati No. 67,084446444851,Ibu Rumah Tangga
115490,Ibu,Jl. Merdeka No. 79,081702550354,Wiraswasta
115490,Kakak,Jl. Kartini No. 86,086799094392,Guru
115493,Kakak,Jl. Sudirman No. 33,080501925958,Buruh
115495,Wali,Jl. Melati No. 106,083535731666,Guru
115495,Kakak,Jl. Melati No. 191,089233856446,Petani
115496,Suami,Jl. Pahlawan No. 183,084697988867,Petani
115496,Ayah,Jl. Flamboyan No. 90,086627727064,Buruh
115497,Ayah,Jl. Kenanga No. 89,085808119694,Ibu Rumah Tangga
115497,Wali,Jl. Cendana No. 147,087303436021,Ibu Rumah Tangga
115498,Ibu,Jl. Cendana No. 52,084917035251,Wiraswasta
115498,Kakak,Jl. Kartini No. 130,083400057116,Pensiunan
115502,Wali,Jl. Anggrek No. 74,081279257195,Ibu Rumah Tangga
115504,Adik,Jl. Veteran No. 141,081581921281,Ibu Rumah Tangga
115504,Ibu,Jl. Sudirman No. 139,087010589851,Petani
115505,Kakak,Jl. Gatot Subroto No. 48,083927829416,PNS
115508,Istri,Jl. Anggrek No. 54,083517376337,Ibu Rumah Tangga
115511,Kakak,Jl. Kenanga No. 84,086020821688,Ibu Rumah Tangga
115511,Istri,Jl. Kenanga No. 110,084491879824,PNS
115512,Suami,Jl. Cendana No. 132,081007341028,Petani
115512,Ayah,Jl. Mawar No. 70,081063229517,Pensiunan
115513,Adik,Jl. Mawar No. 70,080677223374,Karyawan Swasta
115513,Wali,Jl. Sudirman No. 183,080833665704,Wiraswasta
115514,Istri,Jl. Melati No. 57,086590922296,Wiraswasta
115514,Suami,Jl. Ahmad Yani No. 67,081561616047,Ibu Rumah Tangga
115516,Istri,Jl. Melati No. 103,089342686057,Ibu Rumah Tangga
115519,Suami,Jl. Melati No. 149,081957804254,Guru
115519,Adik,Jl. Kenanga No. 114,085590870283,Wiraswasta
115521,Istri,Jl. Ahmad Yani No. 85,084034645019,Karyawan Swasta
115521,Adik,Jl. Mawar No. 175,084102768229,Buruh
115522,Kakak,Jl. Kenanga No. 129,085770886252,Pensiunan
115522,Istri,Jl. Anggrek No. 162,085725764262,Karyawan Swasta
115528,Kakak,Jl. Ahmad Yani No. 176,084430910220,Petani
115530,Istri,Jl. Merdeka No. 118,086325269128,Ibu Rumah Tangga
115530,Kakak,Jl. Cendana No. 162,086105808271,Petani
115531,Kakak,Jl. Anggrek No. 23,083562719667,Karyawan Swasta
115533,Istri,Jl. Melati No. 13,088735005656,Petani
115534,Suami,Jl. Mawar No. 187,087227886168,Ibu Rumah Tangga
115535,Adik,Jl. Gatot Subroto No. 189,088287793629,Karyawan Swasta
115535,Kakak,Jl. Merdeka No. 56,085518602736,Buruh
115538,Ibu,Jl. Sudirman No. 195,086939863684,Karyawan Swasta
115541,Adik,Jl. Kenanga No. 179,081825282999,Buruh
115542,Ibu,Jl. Melati No. 118,086249097488,Karyawan Swasta
115542,Suami,Jl. Diponegoro No. 115,088044120179,PNS
115543,Kakak,Jl. Ahmad Yani No. 156,088990201712,Pensiunan
115544,Wali,Jl. Sudirman No. 173,084171553259,Wiraswasta
115544,Suami,Jl. Kartini No. 176,082248166385,Wiraswasta
115545,Ayah,Jl. Diponegoro No. 198,088741366137,Karyawan Swasta
115550,Adik,Jl. Cendana No. 42,085189335979,Petani
115552,Kakak,Jl. Veteran No. 184,082940185463,Pensiunan
115552,Adik,Jl. Gatot Subroto No. 31,085615117259,Guru
115555,Kakak,Jl. Kenanga No. 170,083705549090,Petani
115556,Ibu,Jl. Merdeka No. 164,082176714910,Guru
115556,Adik,Jl. Pahlawan No. 66,082950400635,PNS
115561,Adik,Jl. Diponegoro No. 63,084714503806,Ibu Rumah Tangga
115561,Istri,Jl. Diponegoro No. 145,085724818771,Pensiunan
115562,Ayah,Jl. Diponegoro No. 113,081800287666,Wiraswasta
115563,Adik,Jl. Veteran No. 40,088605390058,PNS
115565,Suami,Jl. Gatot Subroto No. 62,086863756298,Buruh
115565,Ibu,Jl. Diponegoro No. 61,081146313919,Petani
115566,Ayah,Jl. Kartini No. 111,088011722432,Buruh
115566,Wali,Jl. Ahmad Yani No. 103,086176850944,Ibu Rumah Tangga
115569,Adik,Jl. Mawar No. 23,087616602992,Guru
115573,Kakak,Jl. Mawar No. 166,080767139515,Buruh
115578,Suami,Jl. Ahmad Yani No. 60,082108331079,Wiraswasta
115578,Ayah,Jl. Flamboyan No. 8,089609095254,PNS
115579,Istri,Jl. Veteran No. 172,086206341129,Ibu Rumah Tangga
115581,Ibu,Jl. Kenanga No. 10,081910572812,Buruh
115582,Adik,Jl. Cempaka No. 8,085094347059,Karyawan Swasta
115582,Wali,Jl. Cendana No. 104,084091788631,Petani
115583,Kakak,Jl. Merdeka No. 109,082074421225,Buruh
115583,Ayah,Jl. Kenanga No. 76,085869484993,Pensiunan
115584,Ibu,Jl. Mawar No. 136,089194558906,Karyawan Swasta
115584,Suami,Jl. Cempaka No. 5,086336941589,Petani
115588,Suami,Jl. Sudirman No. 11,083961718945,PNS
115589,Adik,Jl. Veteran No. 171,080072559826,Karyawan Swasta
115589,Ayah,Jl. Anggrek No. 141,086170607544,Pensiunan
115592,Kakak,Jl. Melati No. 64,083977632628,Karyawan Swasta
115594,Ayah,Jl. Gatot Subroto No. 136,082846655766,Ibu Rumah Tangga
115594,Suami,Jl. Veteran No. 109,089475486274,Petani
115595,Wali,Jl. Cempaka No. 91,080328557360,Wiraswasta
115595,Suami,Jl. Cendana No. 24,089747692441,Petani
115596,Ayah,Jl. Anggrek No. 182,085009328238,Buruh
115596,Wali,Jl. Cendana No. 91,081232461152,Wiraswasta
115597,Kakak,Jl. Flamboyan No. 61,080972521420,Wiraswasta
115597,Adik,Jl. Merdeka No. 86,089784165308,Guru
115598,Adik,Jl. Pahlawan No. 79,087157659478,Guru
115599,Istri,Jl. Kenanga No. 26,086840033907,Petani
115599,Suami,Jl. Pahlawan No. 146,084851778036,Guru
115602,Wali,Jl. Sudirman No. 171,086428179424,Petani
115603,Kakak,Jl. Melati No. 58,085465055274,Pensiunan
115604,Suami,Jl. Kenanga No. 110,087374629567,Buruh
115607,Ibu,Jl. Cendana No. 172,081362324579,Karyawan Swasta
115609,Ibu,Jl. Kartini No. 183,081084853836,Guru
115609,Kakak,Jl. Merdeka No. 123,088993042396,Buruh
115610,Istri,Jl. Veteran No. 162,088976292825,Buruh
115611,Wali,Jl. Anggrek No. 2,082000884557,Pensiunan
115612,Kakak,Jl. Cempaka No. 46,089649214118,Ibu Rumah Tangga
115613,Kakak,Jl. Pahlawan No. 151,088963898418,Buruh
115613,Suami,Jl. Pahlawan No. 144,080502128968,PNS
115614,Adik,Jl. Melati No. 192,081282212786,Guru
115614,Istri,Jl. Flamboyan No. 112,084960325456,Petani
115616,Istri,Jl. Kartini No. 125,085016870101,Wiraswasta
115618,Ibu,Jl. Cempaka No. 20,080015156906,Pensiunan
115620,Istri,Jl. Kartini No. 39,080415038911,Karyawan Swasta
115620,Ayah,Jl. Pahlawan No. 10,089108779469,Buruh
115623,Kakak,Jl. Pahlawan No. 57,088357327520,Petani
115624,Wali,Jl. Cempaka No. 51,083818794657,Wiraswasta
115624,Adik,Jl. Flamboyan No. 114,087916746807,Ibu Rumah Tangga
115625,Adik,Jl. Merdeka No. 131,089896257219,PNS
115625,Kakak,Jl. Veteran No. 97,084930939467,Pensiunan
115628,Adik,Jl. Mawar No. 110,089052081740,Karyawan Swasta
115630,Suami,Jl. Kenanga No. 113,087126807007,Karyawan Swasta
115631,Istri,Jl. Veteran No. 168,083638357526,PNS
115633,Kakak,Jl. Diponegoro No. 122,080518714837,Wiraswasta
115633,Wali,Jl. Cempaka No. 169,086515208460,Karyawan Swasta
115634,Suami,Jl. Veteran No. 101,085468881865,Petani
115634,Wali,Jl. Anggrek No. 79,085874043860,Guru
115637,Wali,Jl. Veteran No. 24,086016357263,Karyawan Swasta
115638,Ayah,Jl. Anggrek No. 113,083464321127,Pensiunan
115642,Istri,Jl. Flamboyan No. 136,083826363540,Karyawan Swasta
115642,Ibu,Jl. Kenanga No. 9,085933214771,Ibu Rumah Tangga
115643,Ayah,Jl. Gatot Subroto No. 5,085983022937,Guru
115644,Adik,Jl. Kartini No. 169,080144345334,Guru
115644,Ibu,Jl. Diponegoro No. 171,086776466605,PNS
115645,Ibu,Jl. Melati No. 8,083588827854,Buruh
115645,Ayah,Jl. Flamboyan No. 51,084391468052,Karyawan Swasta
115647,Ayah,Jl. Mawar No. 31,086055629306,Pensiunan
115652,Suami,Jl. Kartini No. 31,087310133126,Ibu Rumah Tangga
115653,Suami,Jl. Veteran No. 187,083979510382,PNS
115653,Ayah,Jl. Gatot Subroto No. 187,087749023069,Pensiunan
115654,Suami,Jl. Diponegoro No. 198,087036994114,Wiraswasta
115655,Suami,Jl. Cempaka No. 98,088080398404,Pensiunan
115655,Ayah,Jl. Veteran No. 48,089721332631,Guru
115656,Adik,Jl. Sudirman No. 72,088485852059,Karyawan Swasta
115660,Adik,Jl. Merdeka No. 93,086346473236,Ibu Rumah Tangga
115661,Wali,Jl. Veteran No. 185,087165005928,Pensiunan
115661,Suami,Jl. Melati No. 17,087670784455,Buruh
115662,Suami,Jl. Melati No. 56,089355477522,Buruh
115662,Ayah,Jl. Sudirman No. 189,084390085663,Petani
115663,Istri,Jl. Pahlawan No. 105,086544286606,Ibu Rumah Tangga
115663,Suami,Jl. Diponegoro No. 140,086635554666,Karyawan Swasta
115665,Kakak,Jl. Cendana No. 11,088272982414,Buruh
115666,Ibu,Jl. Mawar No. 76,081020691733,Petani
115667,Wali,Jl. Merdeka No. 25,085074936893,Buruh
115671,Suami,Jl. Ahmad Yani No. 161,082956367333,Guru
115675,Ayah,Jl. Sudirman No. 129,088498314866,Pensiunan
115677,Istri,Jl. Melati No. 91,087161977015,PNS
115677,Suami,Jl. Sudirman No. 141,088430818704,Wiraswasta
115678,Ibu,Jl. Mawar No. 115,084483686893,Pensiunan
115678,Adik,Jl. Cendana No. 114,086118223381,Buruh
115681,Ibu,Jl. Gatot Subroto No. 43,080443185260,PNS
115681,Kakak,Jl. Mawar No. 167,087929120849,Buruh
115684,Suami,Jl. Pahlawan No. 175,082553735579,Karyawan Swasta
115685,Suami,Jl. Kenanga No. 133,083555388134,Ibu Rumah Tangga
115685,Istri,Jl. Diponegoro No. 13,083875196566,Pensiunan
115687,Wali,Jl. Flamboyan No. 65,086214104978,Karyawan Swasta
115687,Adik,Jl. Mawar No. 154,080204535813,Guru
115690,Adik,Jl. Mawar No. 93,085637277240,Petani
115691,Suami,Jl. Diponegoro No. 55,089654595542,PNS
115692,Istri,Jl. Flamboyan No. 165,080368832231,PNS
115693,Wali,Jl. Ahmad Yani No. 136,081326010301,Pensiunan
115693,Adik,Jl. Merdeka No. 34,081564484484,Ibu Rumah Tangga
115694,Kakak,Jl. Gatot Subroto No. 39,089860394742,PNS
115696,Kakak,Jl. Diponegoro No. 153,083070623087,Guru
115697,Istri,Jl. Cendana No. 78,088372642541,Wiraswasta
115697,Wali,Jl. Sudirman No. 136,089101542613,Ibu Rumah Tangga
115698,Wali,Jl. Merdeka No. 23,084535623771,Wiraswasta
115700,Kakak,Jl. Cempaka No. 120,085470588631,Wiraswasta
115700,Adik,Jl. Diponegoro No. 124,082488282573,Wiraswasta
115701,Wali,Jl. Gatot Subroto No. 186,084483078007,Pensiunan
115701,Istri,Jl. Merdeka No. 143,086701562608,Guru
115702,Kakak,Jl. Gatot Subroto No. 184,083760969625,Karyawan Swasta
115702,Istri,Jl. Sudirman No. 108,084265396701,Guru
115703,Adik,Jl. Cempaka No. 40,085658758544,Ibu Rumah Tangga
115703,Ibu,Jl. Sudirman No. 43,085654677777,Ibu Rumah Tangga
115705,Suami,Jl. Kartini No. 174,081654428127,Guru
115706,Istri,Jl. Anggrek No. 150,083578317071,Petani
115706,Adik,Jl. Mawar No. 149,089438186792,Ibu Rumah Tangga
115707,Istri,Jl. Melati No. 12,086233492541,Petani
115707,Suami,Jl. Kartini No. 121,088381054669,Buruh
115708,Istri,Jl. Pahlawan No. 68,084131769204,Ibu Rumah Tangga
115709,Istri,Jl. Flamboyan No. 131,086447980939,Ibu Rumah Tangga
115712,Kakak,Jl. Veteran No. 182,081990649724,Pensiunan
115713,Ayah,Jl. Diponegoro No. 14,089880865698,Wiraswasta
115714,Ayah,Jl. Kenanga No. 133,085898551755,Karyawan Swasta
115714,Ibu,Jl. Anggrek No. 42,082087643924,Petani
115716,Wali,Jl. Gatot Subroto No. 102,080349717736,Ibu Rumah Tangga
115716,Ibu,Jl. Veteran No. 92,081595097077,Petani
115718,Ayah,Jl. Kartini No. 187,088979009920,Petani
115720,Wali,Jl. Gatot Subroto No. 61,082819390420,Ibu Rumah Tangga
115720,Istri,Jl. Kenanga No. 110,089299321231,Wiraswasta
115724,Wali,Jl. Mawar No. 43,082305088074,Karyawan Swasta
115724,Adik,Jl. Pahlawan No. 124,086373904047,PNS
115725,Ibu,Jl. Cendana No. 142,082564338096,Ibu Rumah Tangga
115726,Suami,Jl. Cendana No. 113,082170161869,Wiraswasta
115727,Suami,Jl. Flamboyan No. 109,080008376232,Wiraswasta
115728,Wali,Jl. Pahlawan No. 124,086014052631,Petani
115728,Ibu,Jl. Mawar No. 145,084987165057,Buruh
115729,Ayah,Jl. Veteran No. 53,087194168521,Ibu Rumah Tangga
115730,Kakak,Jl. Melati No. 65,085032351997,Petani
115733,Adik,Jl. Gatot Subroto No. 9,081599515465,Karyawan Swasta
115733,Wali,Jl. Anggrek No. 54,087556460874,Buruh
115740,Istri,Jl. Kartini No. 17,084149367070,Pensiunan
115743,Kakak,Jl. Ahmad Yani No. 37,088511267327,Ibu Rumah Tangga
115744,Ayah,Jl. Ahmad Yani No. 180,081272647090,Karyawan Swasta
115747,Suami,Jl. Mawar No. 94,080537007646,Buruh
115748,Istri,Jl. Kartini No. 73,083307409077,Guru
115749,Istri,Jl. Melati No. 119,081980949816,Wiraswasta
115749,Suami,Jl. Melati No. 72,082261937726,Guru
115750,Ayah,Jl. Mawar No. 177,081580705590,Petani
115750,Istri,Jl. Diponegoro No. 59,086650900164,Guru
115753,Wali,Jl. Kartini No. 197,087251539564,Wiraswasta
115754,Adik,Jl. Flamboyan No. 110,084979055799,Guru
115758,Ayah,Jl. Gatot Subroto No. 179,089449706668,Buruh
115758,Wali,Jl. Veteran No. 98,081761758341,Petani
115760,Istri,Jl. Cendana No. 116,084561901424,Wiraswasta
115760,Adik,Jl. Melati No. 187,081961144957,Buruh
115762,Adik,Jl. Mawar No. 88,087677043311,Guru
115763,Wali,Jl. Melati No. 131,081059560862,Pensiunan
